id,plot_summary,num_episodes,title
6425,"In the continuation of the last series, Akari Mizunashi continues her job as a gondolier along with her friends from the other two rival companies, Aika and Alice. As they continue their training to become Undines, they continue to meet new people and partake on mysterious adventures, all in the quiet, scenic and peaceful city of Neo Venezia.",26,Aria - The Natural
6417,"Himeko Tsubaki is a xenophobic schoolgirl in a tennis club who, thanks to a couple of bumbling foreign thieves, accidentally comes into the possession of a magic crown that turns her into a princess (much to the chagrin of her prissy rich classmate). Unfortunately, this crown makes her a target for the thieves, a nonsense-speaking little foreign girl, a cat-obsessed cult, a love-struck assassin, a bomb-happy little foreign prince - and even a pink cat king from another world. Of course, hijinx and hilarity cannot help ensuing.",12,Hime-sama Goyojin
6412,"One day Black Jack, considered by many the greatest surgeon who ever lived, recieves a call from his father, who abandoned him and his mother decades ago, asking for his help. Since then his life entered in a turmoil as a mysterious organization blew away his house, in an attempt to kill him. Now Black Jack travels arround the world, trying to figure out who wants him dead, and why.",17,Black Jack 21
6382,"On January 1, 1995, a G-Reactive fighter plane was being tested, while it was hit by a mysterious rainbow light and disappeared. 5 years later, two boys, Billy Kimura and Penny Carter, meet at a train station where a new bullet train utilizing G-Reactive was being launched. However, to their shock, the train was hit by a rainbow beam of light, and disappeared. After a series of events and acquaintances, the two boys discover that aliens were beginning to invade Earth. Fortunately, scientists developed the Sky Knight, a fighter plane capable of defending the world. As the extraterrestrials begin to invade, Billy, Penny, and their comrades begin their attempt to save the human race from the alien menace.",6,Project Blue Earth SOS
6375,"Continuing right where season 1 left off: Harima still likes Tenma but still runs into obstacles everytime he tries to confess his love to her. To complicate the situation, Class 2-D challenges class 2-C once again and there's a rumor floating around that Harima and Yakumo are dating as the school prepares for the cultural festival.",26,School Rumble: 2nd Semester
6366,"Hideki, leader of the Nerima Daikon Brothers, has a dream to build a dome in his hometown of Nerima to hold a concert for his band. Together with his cousin, Mako (whom he has a crush on), Ichiro, and Pandaikon (a panda he found in his yard that resembles a daikon), they strive to make money any way they can, and in the process, rid the world of evil-doers and steal their money in the process. With help from a rental guy, Nabeshin, who rents them outrageous items that always seem to help them defeat the bad guys, the Nerima Daikon Brothers sing their way to victory but always manage to lose the money they stole in the end. Even under the investigation of Inspector Karakuri, they never fail to fight for justice the Nerima-Daikon way.",12,Nerima Daikon Brothers
6359,"After establishing contact with extraterrestrial civilizations, it was found that humans were the only race to develop various sports. The number of alien sports fans grew dramatically, and the most fanatic of them regularly harass stadiums for taking part in a game, or demanding a good show, etc. Finally a treaty was settled, ruling all interferences towards other planets' cultures illegal. Rabbit Force, a group of rabbit-themed henshin girls, became responsible for enforcing the treaty and capturing any offenders.",11,Getsumen to Heiki Mina
6357,"Satou Tatsuhiro, a 22 year old young man, is a NEET (Not in Employment, Education, or Training) and a hikikomori (meaning acute social withdrawal). He believes everything around him is a conspiracy, including the reason why many people, himself included, become hikikomori. Due to this, Satou creates a strange conspiracy theory which includes the Nihon Hikikomori Kyōkai (NHK), a secret organization with the intention of producing a hikikomori filled world. Satou intends to break free from the NHK's clutches, but cannot, since he finds it too frightening to go outdoors by himself; that is, until he meets Misaki Nakahara, who selects Satou for her ""project"" that she claims will cure him of his hikikomori ways.",24,Welcome to the NHK
6356,Tsukishima Yui and 5 other girls were summoned into the Edo period by a mysterious stones and each one of them had a power to protect people from evil and yui's power were ''words'' her hope-giving kind words .,12,Rakugo Tennyo Oyui
6351,"Kotenko acts as a protector of the Angel Star for the Queen of Heavenly Lands, guarding it earnestly and faithfully. A kind and obediant child at heart, he will however transform into Matenko in times of crisis. The opposite of Kotenko, Matenko is mischevious and constantly troubles the people around him. He will return back to his original form with the use of the Angel Ring. The rise of the ruler from the Land of the Grounds brings with it fear and terror as he aims to take over the Heavenly Lands. Kotenko has to safeguard the Angel Star from the evil clutches of the Devil and protect Heavenly Lands as well.",52,Kotenkotenko
6347,"Mao Lan is a girl who has mastered her family's style of martial arts, despite her looks. One day, her grandfather fooled her into signing up for the Prime Mat, a competition that consists of a series of fights against other female competitors. Mao Lan eventually begins her journey towards winning Prime Mat, a path that's full of hardships and rigorous training.",50,Fighting Beauty Wulong
