0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
"{'role': 'Naraku Isayama', 'name': 'Mugihito'}","{'role': 'Mei Isayama', 'name': 'Ryouko Tanaka'}","{'role': 'Nabuu Brothers', 'name': 'Norio Wakamoto'}","{'role': 'Kiriya Konparu', 'name': 'Mitsuru Miyamoto'}","{'role': 'Kohara Michael', 'name': 'Hirokazu Hiramatsu'}","{'role': 'Garaku Tsuchimiya', 'name': 'Tetsuo Komura'}","{'role': 'Kouji Iwahata', 'name': 'Tetsu Inada'}","{'role': 'Kudō Kusuno', 'name': 'Rikiya Koyama'}","{'role': 'Yuu Isayama', 'name': 'Takkou Ishimori'}","{'role': 'Norisada Iizuna', 'name': 'Ken Shiroyama'}","{'role': 'Natsuki Kasuga', 'name': 'Eri Kitamura'}","{'role': 'Kazuki Sakuraba', 'name': 'Minoru Shiraishi'}","{'role': 'Kagura Tsuchimiya', 'name': 'Minori Chihara'}","{'role': 'Miku Manabe', 'name': 'Nozomi Masu'}","{'role': 'Masaki Shindō', 'name': 'Tetsuya Kakihara'}","{'role': 'Ayame Jinguuji', 'name': 'Mai Aizawa'}","{'role': 'Kazuhiro Mitogawa', 'name': 'Megumi Matsumoto'}","{'role': 'Tōru Kanze', 'name': 'Tomoaki Maeno'}","{'role': 'Mami Izumi', 'name': 'Sayuri Yahagi'}","{'role': 'Yomi Isayama', 'name': 'Kaoru Mizuhara'}","{'role': 'Kiri Nikaidou', 'name': 'Maki Tsuchiya'}","{'role': 'Chizuru Yanase', 'name': 'Chika Horikawa'}","{'role': 'Noriyuki Iizuna', 'name': 'Shinya Takahashi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Tatsuki Iizuka', 'name': 'Michiko Neya'}","{'role': 'Torako Kageyama', 'name': 'Fumiko Orikasa'}","{'role': 'Ayumi Nonomura', 'name': 'Aya Hirano'}","{'role': 'Suzume Saotome', 'name': 'Yurika Ochiai'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Minori Kushieda', 'name': 'Yui Horie'}","{'role': 'Kōji Haruta', 'name': 'Hiroyuki Yoshino'}","{'role': 'Yuri Koigakubo', 'name': 'Rie Tanaka'}","{'role': 'Taiga Aisaka', 'name': 'Rie Kugimiya'}","{'role': 'Yasuko Takasu', 'name': 'Sayaka Ohara'}","{'role': 'Yūsaku Kitamura', 'name': 'Hirofumi Nojima'}","{'role': 'Sumire Kanō', 'name': 'Yuko Kaida'}","{'role': 'Maya Kihara', 'name': 'Ai Nonaka'}","{'role': 'Ami Kawashima', 'name': 'Eri Kitamura'}","{'role': 'Ryūji Takasu', 'name': 'Junji Majima'}","{'role': 'Inko-chan', 'name': 'Saori Goto'}","{'role': 'Nanako Kashii', 'name': 'Momoko Ishikawa'}","{'role': 'Hisamitsu Noto', 'name': 'Kazuyuki Okitsu'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Aureolus Izzard', 'name': 'Tomokazu Sugita'}","{'role': 'Aisa Himegami', 'name': 'Mamiko Noto'}","{'role': 'Komoe Tsukuyomi', 'name': 'Kimiko Koyama'}","{'role': 'Maika Tsuchimikado', 'name': 'Misato Fukuen'}","{'role': 'Sherry Cromwell', 'name': 'Akeno Watanabe'}","{'role': 'Stiyl Magnus', 'name': 'Kishō Taniyama'}","{'role': 'Aiho Yomikawa', 'name': 'Yuko Kaida'}","{'role': 'Mikoto Misaka', 'name': 'Rina Satou'}","{'role': 'Kaori Kanzaki', 'name': 'Shizuka Itou'}","{'role': 'Kuroko Shirai', 'name': 'Satomi Arai'}","{'role': 'Toma Kamijo', 'name': 'Atsushi Abe'}","{'role': 'Motoharu Tsuchimikado', 'name': 'Anri Katsu'}","{'role': 'Index', 'name': 'Yuka Iguchi'}","{'role': 'Misha=Kruschschev', 'name': 'Yuka Terasaki'}","{'role': ""Misaka's Younger Sister"", 'name': 'Nozomi Sasaki'}","{'role': 'Accelerator', 'name': 'Nobuhiko Okamoto'}","{'role': 'Hyouka Kazakiri', 'name': 'Kana Asumi'}","{'role': 'Last Order', 'name': 'Rina Hidaka'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Agan Mādoru', 'name': 'Hiroyuki Yoshino'}","{'role': 'Morte Ashela', 'name': 'Maaya Sakamoto'}","{'role': 'Toppy Topuran', 'name': 'Tohru Furuya'}","{'role': 'Kylie Ilnis', 'name': 'Mamoru Miyano'}","{'role': 'Naja Gurefu', 'name': 'Daisuke Ono'}","{'role': 'Lia Dragonell', 'name': 'Yū Kobayashi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Saki Yuutenji', 'name': 'Eri Kitamura'}","{'role': 'Masao Kamada', 'name': 'Daisuke Ono'}","{'role': 'Sara Bihada', 'name': 'Umeka Shouji'}","{'role': 'Ai Shiratori', 'name': 'Aki Toyosaki'}","{'role': 'Gou Minamoto', 'name': 'Yūichi Nakamura'}","{'role': 'Tatsuya Yuutenji', 'name': 'Eikou Kano'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Sumi Ubukata', 'name': 'Junko Noda'}","{'role': 'Kanichi Koike', 'name': 'Mugihito'}","{'role': 'Hidetaka Gamou', 'name': 'Yasunori Matsumoto'}","{'role': 'Hiroshi ""Jun"" Kishimoto', 'name': 'Atsushi Kisaichi'}","{'role': 'Arisa Jougasaki', 'name': 'Michiko Neya'}","{'role': 'Yusuke Enoki', 'name': 'Katsuyuki Konishi'}","{'role': 'Gunji Inukai', 'name': 'Mitsuaki Hoshino'}","{'role': 'Takeo Doguchi', 'name': 'Takeshi Aono'}","{'role': 'Mizuki Kobayashi', 'name': 'Machiko Toyoshima'}","{'role': 'Jyoji Wakui', 'name': 'Takumi Yamazaki'}","{'role': 'Akira Mitsuse', 'name': 'Omi Minami'}","{'role': 'Makoto Hagiwara', 'name': 'Akemi Okamura'}","{'role': 'Chiaki Kushida', 'name': 'Mami Kingetsu'}","{'role': 'Seiji Okaizumi', 'name': 'Isshin Chiba'}","{'role': 'Kiichi Ayakawa', 'name': 'Daiki Nakamura'}","{'role': 'Toshiya Shiozaki', 'name': 'Kouichi Toochika'}","{'role': 'Takeshi Hamaoka', 'name': 'Shigeru Shibuya'}","{'role': 'Yuko Aoshima', 'name': 'Naoko Takano'}","{'role': 'Ryuichiro Okita', 'name': 'Hiroshi Kamiya'}","{'role': 'Kazumi Konou', 'name': 'Kishō Taniyama'}","{'role': 'Kagetora Katsuki', 'name': 'Shouto Kashii'}","{'role': 'Masayoshi Mifune', 'name': 'Takeharu Onishi'}","{'role': 'Kenji Hatano', 'name': 'Tokuyoshi Kawashima'}","{'role': 'Takehiro Doguchi', 'name': 'Junji Majima'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': '""Nodame"" Noda Megumi', 'name': 'Ayako Kawasumi'}","{'role': 'Chiaki Shinichi', 'name': 'Tomokazu Seki'}","{'role': 'Kuroki Yasunori', 'name': 'Masaya Matsukaze'}","{'role': 'Tanya', 'name': 'Shizuka Itou'}","{'role': 'Roland', 'name': 'Makoto Ishii'}","{'role': 'Frank', 'name': 'Shintarō Asanuma'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Yae Shinatsuhiko', 'name': 'Natsuko Kuwatani'}","{'role': 'Enjin Hiizumi', 'name': 'Tomokazu Seki'}","{'role': 'Gin Nanami', 'name': 'Tomokazu Seki'}","{'role': 'Mariabelle', 'name': 'Rie Tanaka'}","{'role': 'Eiji Shinozuka', 'name': 'Hideki Tasaka'}","{'role': 'Shidou Kangetsu', 'name': 'Yasuyuki Kase'}","{'role': 'Kotoha Isone', 'name': 'Miyuki Sawashiro'}","{'role': 'Hime Yarizakura', 'name': 'Misato Fukuen'}","{'role': 'Yuuhi Shinatsuhiko', 'name': 'Sachi Matsumoto'}","{'role': 'Kyōsuke Kishi', 'name': 'Daisuke Ono'}","{'role': 'Rin Azuma', 'name': 'Ai Matayoshi'}","{'role': 'Ao Nanami', 'name': 'Saki Fujita'}","{'role': 'Akina Hiizumi', 'name': 'Yuuki Kaji'}","{'role': 'Touka Kishi', 'name': 'Haruka Tomatsu'}","{'role': 'V Juri F', 'name': 'Aiko Ōkubo'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Rosetta', 'name': 'Megumi Toyoguchi'}","{'role': 'Michael ', 'name': 'Kousuke Toriumi'}","{'role': 'Bouquet', 'name': 'Saki Nakajima'}","{'role': 'Blue Dragon', 'name': 'Masaya Takatsuka'}","{'role': 'World Voice', 'name': 'Rikiya Koyama'}","{'role': 'Saber Tiger', 'name': 'Jin Horikawa'}","{'role': 'Marumaro', 'name': 'Sakiko Uran'}","{'role': 'Shu', 'name': 'Keiko Nemoto'}","{'role': 'Noi', 'name': 'Hitomi Nabatame'}","{'role': 'Hippopotamus', 'name': 'Chō'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Moka Akashiya', 'name': 'Nana Mizuki'}","{'role': 'Ginei Morioka', 'name': 'Tomokazu Seki'}","{'role': 'Shizuka Nekonome', 'name': 'Kikuko Inoue'}","{'role': 'Nazo Koumori', 'name': 'Takehito Koyasu'}","{'role': 'Mizore Shirayuki', 'name': 'Rie Kugimiya'}","{'role': 'Tsukune Aono', 'name': 'Daisuke Kishio'}","{'role': 'Rubi Toujou', 'name': 'Saeko Chiba'}","{'role': 'Yukari Sendou', 'name': 'Kimiko Koyama'}","{'role': 'Kurumu Kurono', 'name': 'Misato Fukuen'}","{'role': 'Kokoa Shuzen', 'name': 'Chiwa Saito'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Luka Bloom', 'name': 'Tomokazu Seki'}","{'role': 'Garcia', 'name': 'Kenyuu Horiuchi'}","{'role': 'King', 'name': 'Michio Hazama'}","{'role': '044', 'name': 'Romi Park'}","{'role': 'Daxus II', 'name': 'Rikiya Koyama'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Ringo', 'name': 'Yuko Minaguchi'}","{'role': 'Braikingboss', 'name': 'Kenji Utsumi'}","{'role': 'Dio', 'name': 'Toshiyuki Morikawa'}","{'role': 'Luna', 'name': 'Akiko Yajima'}","{'role': 'Casshern', 'name': 'Tohru Furuya'}","{'role': 'Leda', 'name': 'Mami Koyama'}","{'role': 'Lyuze', 'name': 'Nami Miyahara'}","{'role': 'Dune', 'name': 'Yuto Nakano'}","{'role': 'Ohji', 'name': 'Chō'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Misae Sagara', 'name': 'Satsuki Yukino'}","{'role': 'Tomoyo Sakagami', 'name': 'Houko Kuwashima'}","{'role': 'Nagisa Furukawa', 'name': 'Mai Nakahara'}","{'role': 'Ushio Okazaki', 'name': 'Satomi Koorogi'}","{'role': 'Mei Sunohara', 'name': 'Yukari Tamura'}","{'role': 'Girl', 'name': 'Tomoko Kawakami'}","{'role': 'Sanae Furukawa', 'name': 'Kikuko Inoue'}","{'role': 'Akio Furukawa', 'name': 'Ryotaro Okiayu'}","{'role': ""'My' voice"", 'name': 'Akiko Yajima'}","{'role': 'Naoyuki Okazaki', 'name': 'Hiroshi Naka'}","{'role': 'Kotomi Ichinose', 'name': 'Mamiko Noto'}","{'role': 'Youhei Sunohara', 'name': 'Daisuke Sakaguchi'}","{'role': 'Ryou Fujibayashi', 'name': 'Akemi Kanda'}","{'role': 'Kyou Fujibayashi', 'name': 'Ryou Hirohashi'}","{'role': 'Fuuko Ibuki', 'name': 'Ai Nonaka'}","{'role': 'Tomoya Okazaki', 'name': 'Yūichi Nakamura'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Ishihara', 'name': 'Kouji Ishii'}","{'role': 'Ryūji Nomoto', 'name': 'Keiji Fujiwara'}","{'role': 'Noboru Maeda', 'name': 'Romi Park'}","{'role': 'Rokurōta Sakuragi', 'name': 'Rikiya Koyama'}","{'role': 'Sasaki', 'name': 'Takaya Hashi'}","{'role': 'Lilly', 'name': 'Kaori Yamazou'}","{'role': 'Tadayoshi Tōyama', 'name': 'Takaya Kuroda'}","{'role': 'Lily', 'name': 'Kaori Yamagata'}","{'role': 'Mario Minakami', 'name': 'Shun Oguri'}","{'role': 'Mansaku Matsuura', 'name': 'Tomohiro Waki'}","{'role': 'Setsuko', 'name': 'Shihori Kanjiya'}","{'role': 'Jō Yokosuka', 'name': 'Tatsuya Hasome'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Falce the Variablewand', 'name': 'Yukari Fukui'}","{'role': 'Eneus', 'name': 'Ayako Kawasumi'}","{'role': 'Synclavia', 'name': 'Yū Kobayashi'}","{'role': 'Takuto Hasegawa', 'name': 'Ami Koshimizu'}","{'role': 'Miyabi', 'name': 'Hitomi Nabatame'}","{'role': 'Suzuho/Suzuka Hasegawa', 'name': 'Ui Miyazaki'}","{'role': 'Tanarot', 'name': 'Mariya Ise'}","{'role': 'Eitaro ""A-taro"" Sakuma', 'name': 'Takuma Terashima'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Saori Shiraishi', 'name': 'Urara Takano'}","{'role': 'Hiyori Yamabuki', 'name': 'Mikako Takahashi'}","{'role': 'Tsuneyoshi Satou', 'name': 'Takeshi Aono'}","{'role': 'Kouji Kuroda', 'name': 'Daisuke Namikawa'}","{'role': 'Seiko Suzuki', 'name': 'Yoshino Takamori'}","{'role': 'Mage Kawada', 'name': 'Yoko Soumi'}","{'role': ""Gouta's father"", 'name': 'Naoki Tatsuta'}","{'role': 'Seiichirou Hara', 'name': 'Rikiya Koyama'}","{'role': 'Michiru Satou', 'name': 'Fuyuka Oura'}","{'role': 'Honomi Asagi', 'name': 'Marina Inoue'}","{'role': 'Gouta Midorikawa', 'name': 'Tomoaki Maeno'}","{'role': 'Jitsu Oohara', 'name': 'Daisuke Matsubara'}","{'role': 'Seiko Suzuki', 'name': 'Tooru Nara'}","{'role': 'Sora Suzuki', 'name': 'Kana Hanazawa'}","{'role': 'Yoshiko Satou', 'name': 'Eriko Matsushima'}","{'role': 'Satoru Narusawa', 'name': 'Hiromu Miyazaki'}","{'role': 'Mage Morishita', 'name': 'Porushe Okite'}","{'role': 'YASUKO', 'name': 'Miku Sasao'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Sabato Kuroi', 'name': 'Masashi Ebara'}","{'role': 'Manji', 'name': 'Tomokazu Seki'}","{'role': 'Taito Magatsu', 'name': 'Kazuya Nakai'}","{'role': 'Shira', 'name': 'Shinichiro Miki'}","{'role': 'Giichi', 'name': 'Toshiyuki Morikawa'}","{'role': 'Eiku Shizuma', 'name': 'Katsuyuki Konishi'}","{'role': 'Hyakurin', 'name': 'Megumi Toyoguchi'}","{'role': 'Araya Kawakami', 'name': 'Daisuke Namikawa'}","{'role': 'Makie Otono-Tachibana', 'name': 'Mamiko Noto'}","{'role': 'Kagehisa Anotsu', 'name': 'Hirofumi Nojima'}","{'role': 'Rin Asano', 'name': 'Rina Satou'}","{'role': 'Shinriji', 'name': 'Yūya Uchida'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Sonomi Kujo', 'name': 'Kaori Nazuka'}","{'role': 'Keiko Komatsuna', 'name': 'Halko Momoi'}","{'role': 'Adol Brinberg', 'name': 'Hiroshi Kamiya'}","{'role': 'Yuma Saihashi', 'name': 'Risa Mizuno'}","{'role': 'Maori Kimizuka', 'name': 'Yuuna Inamura'}","{'role': 'Kotaro Kannagi', 'name': 'Katsuhito Nomura'}","{'role': 'Chinami Ebihara', 'name': 'Mai Hashimoto'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Sleeping Beauty', 'name': 'Yuri Shiratori'}","{'role': 'Belle', 'name': 'Aya Hisakawa'}","{'role': 'Cinderella', 'name': 'Yuko Minaguchi'}","{'role': 'Robin Hood', 'name': 'Hikaru Midorikawa'}","{'role': 'The Little Match Girl', 'name': 'Yumi Touma'}","{'role': 'Aladdin', 'name': 'Ryotaro Okiayu'}","{'role': 'Pinocchio', 'name': 'Minami Takayama'}","{'role': 'Snow White', 'name': 'Yuri Amano'}","{'role': 'Narration', 'name': 'Mami Koyama'}","{'role': 'Puss in Boots', 'name': 'Yasuhiro Takato'}","{'role': 'Hansel', 'name': 'Tomiko Suzuki'}","{'role': 'First Little Pig', 'name': 'Keiko Yamamoto'}","{'role': 'Gulliver', 'name': 'Takaya Hashi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Shibata Tsugumi', 'name': 'Nana Mizuki'}","{'role': 'Yamawaro', 'name': 'Hekiru Shiina'}","{'role': 'Ai Enma', 'name': 'Mamiko Noto'}","{'role': 'Ren Ichimoku', 'name': 'Masaya Matsukaze'}","{'role': 'Wanyuudou', 'name': 'Takayuki Sugo'}","{'role': 'Hone-Onna', 'name': 'Takako Honda'}","{'role': 'Narrator', 'name': 'Hisahiro Ogura'}","{'role': 'Sora Koujou', 'name': 'Mariya Ise'}","{'role': 'Kikuri', 'name': 'Kanako Sakai'}","{'role': 'Takamichi Gamo', 'name': 'Yuuta Kasuya'}","{'role': 'Shina Tamayo', 'name': 'Kana Asumi'}","{'role': 'Akie Takasugi', 'name': 'Kanae Oki'}","{'role': 'Yuzuki Mikage', 'name': 'Satomi Satou'}","{'role': 'Nozomi Bitou', 'name': 'Izumi Kitta'}","{'role': 'Narrator', 'name': 'YOU'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Michiko Malandro', 'name': 'Yoko Maki'}","{'role': 'Shinsuke Rodriguez', 'name': 'Jun Murakami'}","{'role': 'Hiroshi Morenos', 'name': 'Kanji Tsuda'}","{'role': 'Atsuko Jackson', 'name': 'Maki Sakai'}","{'role': 'Hana ""Hatchin"" Morenos', 'name': 'Suzuka Ohgo'}","{'role': 'Satoshi Batista', 'name': 'Masaki Miura'}","{'role': 'Ricardo', 'name': 'Ken Mitsuishi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Hayato Mikogami', 'name': 'Jun Fukuyama'}","{'role': 'Haihane', 'name': 'Mitsuki Saiga'}","{'role': 'Hiroto Minaka', 'name': 'Toshihiko Seki'}","{'role': 'Hibiki', 'name': 'Michiko Neya'}","{'role': 'Kaoru Seo', 'name': 'Katsuyuki Konishi'}","{'role': 'Takami Sahashi', 'name': 'Miki Itō'}","{'role': 'Miya Asama', 'name': 'Sayaka Ohara'}","{'role': 'Yomi', 'name': 'Kana Ueda'}","{'role': 'Natsuo Ichinomi', 'name': 'Kousuke Toriumi'}","{'role': 'Kazehana', 'name': 'Yukana'}","{'role': 'Karasuba', 'name': 'Romi Park'}","{'role': 'Homura', 'name': 'Yuki Kaida'}","{'role': 'Kagari/Homura', 'name': 'Yuki Kaida'}","{'role': 'Izumi Higa', 'name': 'Takuma Takewaka'}","{'role': 'Hikari', 'name': 'Yuko Kaida'}","{'role': 'Chiho', 'name': 'Sayori Ishizuka'}","{'role': 'Shiina', 'name': 'Sayori Ishizuka'}","{'role': 'Akitsu', 'name': 'Yū Kobayashi'}","{'role': 'Benitsubasa', 'name': 'Shizuka Itou'}","{'role': 'Uzume', 'name': 'Hitomi Nabatame'}","{'role': 'Minato Sahashi', 'name': 'Shinnosuke Tachibana'}","{'role': 'Tsukiumi', 'name': 'Marina Inoue'}","{'role': 'Kuno', 'name': 'Satomi Akesaka'}","{'role': 'Matsu', 'name': 'Aya Endo'}","{'role': 'Mutsu', 'name': 'Daisuke Matsubara'}","{'role': 'Mitsuha', 'name': 'Sayuri Yahagi'}","{'role': 'Kusano', 'name': 'Kana Hanazawa'}","{'role': 'Haruka Shigi', 'name': 'Nobuhiko Okamoto'}","{'role': 'Yukari Sahashi', 'name': 'Kana Asumi'}","{'role': 'Musubi', 'name': 'Saori Hayami'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Yūsuke Ono', 'name': 'Shinichiro Miki'}","{'role': 'Keiichirō Tachibana', 'name': 'Keiji Fujiwara'}","{'role': 'Eiji Kanda', 'name': 'Mamoru Miyano'}","{'role': 'Chikage Kobayakawa', 'name': 'Eiji Hanawa'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
